PAGE URL,Product Title,Quantity,p_element,Brand,Flavour,Format,Nicotine,td_element,Strenght
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-mint-6,NIC-S Mint 6mg,15,"With NIC-S Mint 6mg you can enjoy a classic mint flavor paired with a medium strength nicotine level and comfortable fitting. The mint character is icy and intensely fresh, perfect for any time of the day. Along with 100% tobacco free contents, each pouch is portioned into slim bags that provide a discreet impression, and a snug feeling.",NIC-S,Mint,Slim,6  mg/pouch,TJP Labs Inc.,Normal
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-mint-9,NIC-S Mint 9mg,15,"If you are looking for moist, mint flavored nicotine pouches with a more potent nicotine experience, you can’t go wrong with NIC-S Mint 9mg. It has a powerful taste of ice cold mint coupled with an equally powerful nicotine kick of 9mg per pouch. Produced using synthetic nicotine, this pouch represents tobacco-free contents in its truest form, and delivers a remarkably pure experience from beginning to end.",NIC-S,Mint,Slim,9  mg/pouch,TJP Labs Inc.,
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-orange-6,NIC-S Orange 6mg,15,"Don’t let the name “NIC-S Orange 6mg” fool you into thinking this nicotine pouch will only taste of oranges, no, these bags have a distinct and delicious citrus fruit character that consists of lots of different citrus types. In short - for the citrus lover! Let yourself indulge in a rich note of citrus where sour meets sweet, and have your taste buds just enjoy the ride.",NIC-S,Citrus,Slim,6  mg/pouch,TJP Labs Inc.,Normal
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-orange-3,NIC-S Orange 3mg,15,"If you are looking for a refreshing citrus experience that isn’t overpowered by a strong nicotine kick then the NIC-S Orange 3mg could be for you. Here, you’ll be greeted by a citrus character that is a lovely mix of sweet and sour, as well as tangy and fresh on an almost exotic level. The 3mg of nicotine per pouch is considered low and complements this experience well, as it will neither burn under your lip nor overwhelm.",NIC-S,Citrus,Slim,3  mg/pouch,TJP Labs Inc.,Light
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-orange-9,NIC-S Orange 9mg,15,"Do you want to enjoy the ultimate citrus pouch that not only delivers a tangy, sweet and sour taste of citrus but also delivers a strong kick? Then you will be surprised by how much NIC-S Orange 9mg fulfills those cravings! Unlike the name suggests, this product does not only exude a taste of fresh oranges, but other types of citrus fruits as well, uniquely combined to give you a refreshing sensation.",NIC-S,Citrus,Slim,9  mg/pouch,TJP Labs Inc.,
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-wintergreen-3,NIC-S Wintergreen 3mg,15,"Wintergreen pouches are known to have a unique mint character when compared to conventional mint flavors, and in the case of NIC-S Wintergreen 3mg, this couldn’t be more true! In its flavor profile you’ll notice a rich and full mint character with creamy undertones; combined with 3mg of nicotine per pouch, this experience is considered to be on the light side.",NIC-S,Wintergreen,Slim,3  mg/pouch,TJP Labs Inc.,Light
https://prilla.com/us/nic-s-nicotine-pouches/nic-s-wintergreen-6,NIC-S Wintergreen 6mg,15,"For the more well-versed user, NIC-S Wintergreen 6mg is perfectly medium strong and may not be for the absolute beginner, but certainly for anyone else. Its deliciously rich wintergreen profile is present from when you open the can, until the moment you discard the pouch. Wintergreen is equally fresh as other mint types, but with a deeper tone to it and a creamy finish.",NIC-S,Wintergreen,Slim,6  mg/pouch,TJP Labs Inc.,Normal
https://prilla.com/us/nicotine-pouches,Nicotine Pouches,,,,,,,,
https://prilla.com/us/on-nicotine-pouches,On! Nicotine Pouches,,,,,,,,
https://prilla.com/us/nicotine-lozenges,Nicotine Lozenges,,,,,,,,
https://prilla.com/us/nicotine-gum,Nicotine Gum,,,,,,,,
https://prilla.com/us/nicotine-tablets,Nicotine Tablets,,,,,,,,
https://prilla.com/us/on-nicotine-pouches/on-cinnamon-2,On! Cinnamon 2mg,20,"Spice up your life with the tangy On! Cinnamon 2 mg! This unique pouch is perfect for the bold users that wants to try something different. The scent has an inviting and spicy aroma, it is pleasant and not too strong. The taste that follows is aromatic and delicious, for when you are bored of the common mint and fruit flavors!",On!,Cinnamon,Mini,2  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-cinnamon-4,On! Cinnamon 4mg,20,"On! Cinnamon 4 mg is the nicotine pouch for the user that wants to try something unique and different. This delicious and spicy pouch is a perfect fit for when you feel rebellious. It has a spicy and sweet scent which reminds you of traditional Swedish cinnamon buns. The sweetness does not take over though, it is pleasant and just perfect!",On!,Cinnamon,Mini,4  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-citrus-2,On! Citrus 2mg,20,"Citrus is often used as a side kick in regular snus but with On! Citrus 2 mg it gets the attention it deserves! This nicotine pouch is jammed with fruity and slightly tart citrus that is deliciously refreshing and uplifting. On! implements the clean and natural citrus taste in a great way, there is nothing artificial about it.",On!,Citrus,Mini,2  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-cinnamon-8,On! Cinnamon 8mg,20,"Are you bored of the common minty and fruity nicotine pouches? In that case, try the sweet and spicy On! Cinnamon 8 mg! It is a lovely complement to the rest of the On! products. The scent is sweet and inviting, it is hard to resist this exquisite and tangy pouch that will spice up your day and make you feel alive!",On!,Cinnamon,Mini,8  mg/pouch,Burger Söhne AB,Normal
https://prilla.com/us/on-nicotine-pouches/on-citrus-4,On! Citrus 4mg,20,"The refreshing and clean On! Citrus 4 mg is a great option for users that crave a refreshing and medium strong pouch to enjoy at any time of the day. The natural taste is pure and flawless, forget about any artificial taste here! The citrus is fruity, not too sweet and it has a slight tart flavor to it, and the scent is fresh and inviting as well!",On!,Citrus,Mini,4  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-citrus-8,On! Citrus 8mg,20,"If you are in the mood for something fruity and refreshing, you should definitely try On! Citrus 8 mg. This strong pouch gives a nice and even kick sine the pouch is dry at first. Citrus is a naturally fresh fruit and the taste is as close to the real stuff as you can come. It is not too sweet; it is almost on the tart side and will leave you feeling rejuvenated!",On!,Citrus,Mini,8  mg/pouch,Burger Söhne AB,Normal
https://prilla.com/us/on-nicotine-pouches/on-coffee-2,On! Coffee 2mg,20,"The first thing you will notice when you open a can of On! Coffee 2 mg is the luscious scent of freshly roasted coffee! The taste that follows will not make you disappointed, it has an intense coffee taste that will satisfy even the pickiest barista out there. It is a perfect after dinner treat, or for any moment when you want a delicious cup of coffee - in a pouch!",On!,Coffee,Mini,2  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-coffee-4,On! Coffee 4mg,20,"Imagine sipping on a cup of creamy, fresh coffee and at the same time get a pleasant and shy kick of nicotine – that is exactly what you get from  On! Coffee 4 mg. Its scent is luxurious and gives a hint of the taste of freshly ground coffee that is coming next. This is a must try for all coffee lovers – it is a replica of genuine coffee taste.",On!,Coffee,Mini,4  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-coffee-8,On! Coffee 8mg,20,"Just like the name On! Coffee 8mg declares, this is a nicotine pouch with the taste of coffee. But not just any coffee – imagine a creamy Frappuccino made on freshly grounded coffee beans, and you will come close to the taste of this delicious pouch. The aroma is just right – genuine coffee at its best. It is perfect as a treat after dinner, or as an in-between snack for moments when you want something uplifting.",On!,Coffee,Mini,8  mg/pouch,Burger Söhne AB,Normal
https://prilla.com/us/on-nicotine-pouches/on-mint-2,On! Mint 2mg,20,"Mint is a classic taste in nicotine pouches because it delivers a refreshing feeling. On! Mint 2 mg is no exception, it gives you a fresh sensation instantly that brings your senses to cool and snowy winter days! The peppermint aroma is extremely crisp and the taste that follows will leave you with a revitalized feeling, preparing you for your next exciting adventure.",On!,Mint,Mini,2  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-mint-4,On! Mint 4mg,20,"The most common taste for nicotine pouches is mint and the reason for this is the fresh taste and icy burn you get and On! Mint 4 mg is no exception! It is a part of the mint-family and it tastes like cool peppermint, perfect to use if you have a cold or just want to freshen up. The aroma is crisp and inviting, it will leave you feeling refreshed and energized!",On!,Mint,Mini,4  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-mint-8,On! Mint 8mg,20,"If you are in the mood for something refreshing and energizing, you should try On! Mint 8mg. The mint in combination with the high nicotine level will give you that awesome buzz that is sometimes needed. It starts off with a pleasant and inviting peppermint aroma, perfect for when you have a cold or just want to freshen up. The taste that follows is spicy, with a slight icy but comfortable burn that will bring your mind back to a cold winter’s day!",On!,Mint,Mini,8  mg/pouch,Burger Söhne AB,Normal
https://prilla.com/us/on-nicotine-pouches/on-original-2,On! Original 2mg,20,"Are you sick and tired of overly sweet, overly aromatic, and overly flavorful nicotine pouches that can often be a bit too much? With On! Original 2 mg you will experience not only a completely flavorless sensation, but also a gentle strength level – perfect for the nicotine user looking for a low-key experience with less nicotine and zero chemical flavorings.",On!,Unflavored,Mini,2  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-original-4,On! Original 4mg,20,"If you are in the mood for a neutral pouch that does not have any distinct flavor, On! Original 4 mg is the pouch for you! It gives you the nicotine release without any particular taste or aroma which is perfect if you only want the kick without any unnecessary taste. Sometimes simple is perfect and that is the case here.",On!,Unflavored,Mini,4  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-original-8,On! Original 8mg,20,"Simplicity at its best! That is truly the case concerning On! Original 8 mg. Get the nice strong nicotine kick without any unnecessary taste or scent, it is completely natural and ideal if you just crave nicotine and nothing else. There are not many products like this out there and sometimes plain is perfect!",On!,Unflavored,Mini,8  mg/pouch,Burger Söhne AB,Normal
https://prilla.com/us/on-nicotine-pouches/on-wintergreen-2,On! Wintergreen 2mg,20,"On! Wintergreen 2 mg has the distinct taste of Wintergreen, which is a sweet and minty taste with a delicious sweet aroma, perfect to use at any time of the day! If you are unsure of how wintergreen tastes, it can be compared to a classic Jenka chewing gum. The unique flavor has a perfect balance and a natural feeling!",On!,Wintergreen,Mini,2  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-wintergreen-4,On! Wintergreen 4mg,20,"Have you ever tried the classic chewing gum Jenka? On! Wintergreen 4 mg tastes surprisingly similar and brings you back in time to those good old days! It has a distinct cooling and refreshing aroma without any artificial taste. The natural and sweet minty taste is delicious and perfect for all occasions, as a dessert or just as a yummy treat.",On!,Wintergreen,Mini,4  mg/pouch,Burger Söhne AB,Light
https://prilla.com/us/on-nicotine-pouches/on-wintergreen-8,On! Wintergreen 8mg,20,"The cooling and refreshing On! Wintergreen 8 mg is a must try if you were a fan of the classic chewing gum Jenka, the taste is remarkably similar! The scent is sweet and minty with a natural feeling that is not in any way artificial. This pouch is perfect for any occasions when you want that special kick!",On!,Wintergreen,Mini,8  mg/pouch,Burger Söhne AB,Normal
https://prilla.com/us/other-nicotine-products,Other Nicotine Products,,,,,,,,
https://prilla.com/us/payments,Payments,,,,,,,,
https://prilla.com/us/peppermint-nicotine-pouches,Peppermint Nicotine Pouches,,,,,,,,
https://prilla.com/us/return-policy,Return policy,,,,,,,,
https://prilla.com/us/rogue-nicotine-pouches,Rogue Nicotine Pouches,,,,,,,,
https://prilla.com/us/products-containing-plant-derived-nicotine,Plant derived nicotine,,,,,,,,
https://prilla.com/us/rogue-nicotine-pouches/rogue-apple-3mg,Rogue Apple 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Fruit,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/products-containing-synthetic-nicotine,Synthetic nicotine,,,,,,,,
https://prilla.com/us/rogue-nicotine-pouches/rogue-apple-6mg,Rogue Apple 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Fruit,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-berry-3mg,Rogue Berry 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Berry,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-berry-6mg,Rogue Berry 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Fruit,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/out-of-sale,Out of Sale,,,,,,,,
https://prilla.com/us/rogue-nicotine-pouches/rogue-cinnamon-6-mg,Rogue Cinnamon 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Cinnamon,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-citrus-6mg,Rogue Citrus 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Citrus,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-citrus-3mg,Rogue Citrus 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Citrus,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-honey-lemon-3mg,Rogue Honey Lemon 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Citrus,Slim,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-cinnamon-3mg,Rogue Cinnamon 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Cinnamon,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-honey-lemon-6mg,Rogue Honey Lemon 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Citrus,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-mango-3mg,Rogue Mango 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Fruit,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-mango-6mg,Rogue Mango 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Fruit,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-original-3mg,Rogue Original 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Unflavored,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-original-6mg,Rogue Original 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Unflavored,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-peppermint-3mg,Rogue Peppermint 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Mint,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-peppermint-6mg,Rogue Peppermint 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Mint,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-spearmint-3mg,Rogue Spearmint 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Mint,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-spearmint-6mg,Rogue Spearmint 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Mint,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/rogue-nicotine-pouches/rogue-tabac-3mg,Rogue Tabac 3mg,20,"Tired of tobacco side effects but not of its flavor? Check out Rogue Tabac 3 mg – an all-white pouch that offers a delicious tobacco taste. Expect smooth, earthy tones with a touch of sweetness, along with a subtle yet satisfying 3 mg nicotine boost.",Rogue,Unflavored,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-tabac-6mg,Rogue Tabac 6mg,20,"Missing the taste of tobacco? Take your tastebuds on a trip down memory lane with Rogue Tabac 6 mg. These pouches do a great job of offering the natural, earthy, and smooth flavor of traditional products while being 100% tobacco-free.",Rogue,Unflavored,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/sales-terms-and-conditions,Sales Terms and Conditions,,,,,,,,
https://prilla.com/us/rogue-nicotine-pouches/rogue-wintergreen-3mg,Rogue Wintergreen 3mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Wintergreen,Regular,3  mg/pouch,NicoGen Pharma Solutions,Light
https://prilla.com/us/rogue-nicotine-pouches/rogue-wintergreen-6mg,Rogue Wintergreen 6mg,20,"New Design! During the transition period, you may receive both versions.",Rogue,Wintergreen,Regular,6  mg/pouch,NicoGen Pharma Solutions,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-cappuccino-4mg,Sesh+ Cappuccino 4mg,20,"Sesh+ Cappuccino 4mg has a flavor profile offering everything people love about coffee, but packaged as a nicotine pouch. It has the deep, rich taste of an espresso, mixed with a creamy sweetness. Each portion contains 4mg of nicotine, which is the lowest strength available in the Sesh+ range.",Sesh+,Coffee,Slim,4  mg/pouch,,Light
https://prilla.com/us/sesh-nicotine-pouches/sesh-cappuccino-6mg,Sesh+ Cappuccino 6mg,20,"Sesh+ Cappuccino 6mg warms the mouth with the creamy and robust taste of a cappuccino from the local coffee shop. This is complemented with a dash of sweetness to round out the flavor profile. With 6mg of nicotine in each portion, it’s the mid-range option in the Sesh+ nicotine pouch collection.",Sesh+,Coffee,Slim,6  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-cappuccino-8mg,Sesh+ Cappuccino 8mg,20,"Sesh+ Cappuccino 8mg is sure to impress coffee lovers, with all the richness of a freshly roasted espresso packaged into a nicotine pouch. It offers a warming creaminess alongside hints of sweetness, resulting in a well-rounded flavor. One tobacco-free portion contains 8mg of nicotine, which is the strongest option in the Sesh+ product line.",Sesh+,Coffee,Slim,8  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-clear-4mg,Sesh+ Clear 4mg,20,"For those who simply want a refreshing and clear experience, Sesh Products US Inc. has created the SESH+ Clear 4mg. No flavorings have been added, giving a pure sensation that cleanses the palate. If one is trying to taper off their nicotine intake, this version has the lowest nicotine strength in the line.",Sesh+,Unflavored,Slim,4  mg/pouch,,Light
https://prilla.com/us/sesh-nicotine-pouches/sesh-clear-6mg,Sesh+ Clear 6mg,20,"SESH+ offers a flavorless option for those who want a nicotine-only experience through the SESH+ Clear 6mg. This offers a step down from those wanting to reduce their nicotine consumption, but it still provides a certain level of intensity in the sensation a person feels.",Sesh+,Unflavored,Slim,6  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-clear-8mg,Sesh+ Clear 8mg,20,"For those wanting a pouch that consists purely of nicotine and nothing else, the SESH+ Clear 8mg could be the best option. No flavors have been included, and this product contains the maximum nicotine content this brand offers, at 8mg/pouch, giving users a sensation that is better suited to those who have more experience.",Sesh+,Unflavored,Slim,8  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-mango-4mg,Sesh+ Mango 4mg,20,"The juicy fruit flavor of mango is the main ingredient in the SESH+ Mango 4mg. Users will enjoy a taste of the tropics with this long-lasting flavor that refreshes the palate. At 4mg/pouch, this one offers a lighter feeling and is better suited for people who want to lower how much nicotine they imbibe.",Sesh+,Fruit,Slim,4  mg/pouch,,Light
https://prilla.com/us/sesh-nicotine-pouches/sesh-mango-6mg,Sesh+ Mango 6mg,20,"The ripeness and sweetness of the mango are what people can expect from the SESH+ Mango 6mg. At 6mg/pouch of nicotine, this forms something of a middle ground between those who like an intense experience from their products, and those who prefer lower strengths.",Sesh+,Fruit,Slim,6  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-mango-8mg,Sesh+ Mango 8mg,20,"Naturally sweet and slightly tart, the SESH+ Mango 8mg adds a tropical and summery vibe to your rotation, with a little bit of acidity. At 8mg/pouch, this is the highest intensity on offer from SESH+, so seasoned practitioners are better suited to this one because the sensation one feels is intense.",Sesh+,Fruit,Slim,8  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-mint-4mg,Sesh+ Mint 4mg,20,SESH+ Mint 4mg offers less strong pouches for those who are looking to take a step down in their nicotine intake. The mint offers a refreshing and cooling effect and tends to be the most popular flavor profile for nicotine pouches.,Sesh+,Mint,Slim,4  mg/pouch,,Light
https://prilla.com/us/sesh-nicotine-pouches/sesh-mint-6mg,Sesh+ Mint 6mg,20,"For users looking for a product that has an icy blast under the lip and refreshing qualities, the SESH+ Mint 6mg could be the option to go for. This pouch gives an intermediate sensation that is between intense and light because of the nicotine content of 6mg/pouch, so those who are somewhat experienced are likely to prefer partaking in this one.",Sesh+,Mint,Slim,6  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-mint-8mg,Sesh+ Mint 8mg,20,"Sesh Products US Inc., who manufacture SESH+, says that the mint flavor is designed to taste like the cold mountain breeze native to northern Sweden, where the SESH+ Mint 8mg is made. The mint flavor provides an icy sensation, and at the line’s strongest variation of 8mg/pouch, this feeling is at its most intense.",Sesh+,Mint,Slim,8  mg/pouch,,Normal
https://prilla.com/us/sesh-nicotine-pouches/sesh-wintergreen-4mg,Sesh+ Wintergreen 4mg,20,"The SESH+ Wintergreen 4mg has a sweet mint taste that gives an outdoorsy feel, and it will leave your mouth feeling fresh. At 4mg/pouch, this is toward the lower end of the nicotine scale, so those searching for a less intense experience are likely to enjoy this product. More nicotine can be released if a person slightly bites down on the sachet thanks to the technology used within the pouch.",Sesh+,Wintergreen,Slim,4  mg/pouch,,Light
https://prilla.com/us/sesh-nicotine-pouches/sesh-wintergreen-6mg,Sesh+ Wintergreen 6mg,20,SESH+ Wintergreen 6mg has a middle level of nicotine content that will match the preferences of those who have some experience imbibing nicotine pouches. The wintergreen flavor is an earthy version of mint with aromatic qualities that will suit some pouch lovers' taste buds.,Sesh+,Wintergreen,Slim,6  mg/pouch,,Normal
https://prilla.com/us/siberia-nicotine-pouches,Siberia Nicotine Pouches,,,,,,,,
https://prilla.com/us/sesh-nicotine-pouches/sesh-wintergreen-8mg,Sesh+ Wintergreen 8mg,20,"Fresh and rich wintergreen is the main ingredient in the SESH+ Wintergreen 8mg, which is designated to more experienced people. This is because of the stronger nicotine content, which provides a more acute feeling and a stronger taste of the complex, creamy and woody wintergreen flavor.",Sesh+,Wintergreen,Slim,8  mg/pouch,,Normal
https://prilla.com/us/siberia-nicotine-pouches/siberia-all-white-mini,Siberia All White Mini 15mg,14,"Get the ultra-power of a Siberia pouch fitted all into a mini format! Does it lose flavor? No. Does it lose nicotine potency? No - Siberia All White Mini will deliver an equally satisfying kick with its 15 mg/pouch as a slim, regular or long portion Siberia will. The beautifully balanced peppermint flavor is both refreshing, delicious and perfect if you want to keep your mouth feeling clean and fresh. Peppermint can often be overly sweet, but with the Siberia pouch you are in or a cooling taste with just a hint of sweetness. To top it off, it’s both tobacco and sugar free.",Siberia,Mint,Mini,15  mg/pouch,GN Tobacco,Extra Strong
https://prilla.com/us/siberia-nicotine-pouches/siberia-all-white-slim,Siberia All White Slim 20mg,20,"Siberia All White Slim has it all; super strength, discreet bags and a fresh mint flavor. The perfectly balanced peppermint profile greets you from the moment you open the can and lingers with a clean sensation in your mouth long after it has been used. Its refreshing properties complements the super strong 20 mg/pouch of nicotine very well, and contributes to an overall energising experience. Despite sharing a name with Siberia Snus, Siberia All White Slim is completely tobacco-free!",Siberia,Mint,Slim,20  mg/pouch,GN Tobacco,Super Strong
https://prilla.com/us/spearmint-nicotine-pouches,Spearmint Nicotine Pouches,,,,,,,,
https://prilla.com/us/special-offers,Special offers,,,,,,,,
https://prilla.com/us/strong-nicotine-pouches,Strong Nicotine Pouches,,,,,,,,
https://prilla.com/us/syx-nicotine-pouches/syx-blueberry-12mg,SYX Blueberry 12mg,20,"SYX Blueberry 12mg is bursting with the juiciness of wild blueberries, mixed with the cooling and refreshing touch of mint. Mixing iciness with a fruity touch creates the ultimate refreshing and sweet experience, and it comes alongside 12mg of nicotine in every pouch. This makes the pouches high-strength, but not as potent as the strongest SYX products.",SYX,Berry,Slim,12  mg/pouch,Consumer Brands International s.r.o.,
https://prilla.com/us/syx-nicotine-pouches/syx-freeze-20mg,SYX Freeze 20mg,20,"SYX Freeze 20mg is an ultra-strong nicotine pouch crafted for experienced users who want an intense sensation and a potent cooling flavor profile. Each pouch packs 20mg of nicotine, making them one of the strongest products available at Prilla.com. And, with a tasting experience that’s frosty, fresh, and herbal to match the robustness of this SYX pouch, many veteran users will want to try it.",SYX,Mint,Slim,20  mg/pouch,Consumer Brands International s.r.o.,Super Strong
https://prilla.com/us/syx-nicotine-pouches/syx-original-12mg,SYX Original 12mg,20,"SYX Original 12mg is a tobacco-flavored nicotine pouch with strong strength as each sachet holds 12mg of nicotine. Once this pouch is placed under the lip, an intense nicotine sensation is guaranteed.",SYX,Unflavored,Slim,12  mg/pouch,Consumer Brands International s.r.o.,Extra Strong
https://prilla.com/us/syx-nicotine-pouches/syx-original-20mg,SYX Original 20mg,20,"SYX Original 20mg shows nicotine in its full glory, with no additional flavorings to distract from the sensations it provides. The pouches are tobacco-free but offer an original taste, alongside an impressive 20mg of nicotine. This puts them firmly in the high-strength category, and they’re a great fit for experienced users.",SYX,Unflavored,Slim,20  mg/pouch,Consumer Brands International s.r.o.,Super Strong
https://prilla.com/us/syx-nicotine-pouches/syx-peppermint-12mg,SYX Peppermint 12mg,20,"SYX Peppermint 12mg is everything a user would expect from a strong peppermint-flavored nicotine pouch. With 12mg of nicotine per sachet, a potent sensation is guaranteed for experienced users, and cool, fresh, and bold notes of peppermint accompany it.",SYX,Mint,Slim,12  mg/pouch,Consumer Brands International s.r.o.,Extra Strong
https://prilla.com/us/syx-nicotine-pouches/syx-peppermint-20mg,SYX Peppermint 20mg,20,"SYX Peppermint 20mg boasts a potent peppermint flavor, which releases an icy blast into the mouth. This comes accompanied with 20mg of nicotine per pouch, putting it firmly into the high-strength category.",SYX,Mint,Slim,20  mg/pouch,Consumer Brands International s.r.o.,Super Strong
https://prilla.com/us/syx-nicotine-pouches/syx-spearmint-12mg,SYX Spearmint 12mg,20,"SYX Spearmint 12mg is a strong nicotine pouch that packs 12mg of nicotine into every sachet, suiting those more advanced users who enjoy a potent sensation. Regarding the flavor profile, this product utilizes the slightly sweet and fresh flavor of spearmint.",SYX,Mint,Slim,12  mg/pouch,Consumer Brands International s.r.o.,Extra Strong
https://prilla.com/us/syx-nicotine-pouches/syx-spearmint-20mg,SYX Spearmint 20mg,20,"SYX Spearmint 20mg shows that mint can be sweet and refreshing, with its use of spearmint (one of the mildest plants in the mint family) to create a cooling effect. This is combined with 20mg of nicotine, making the pouches one of the stronger options available on the market.",SYX,Mint,Slim,20  mg/pouch,Consumer Brands International s.r.o.,Super Strong
https://prilla.com/us/syx-nicotine-pouches/syx-tropical-6mg,SYX Tropical 6mg,20,"SYX Tropical 6mg is all about a taste of the exotic. It combines orange, mango, and pineapple to bring together some of the best juicy flavors from across the world. This comes alongside 6mg of nicotine, which is a mid-range strength that’s best-suited to everyday pouch users.",SYX,Fruit,Slim,6  mg/pouch,Consumer Brands International s.r.o.,Normal
https://prilla.com/us/syx-nicotine-pouches/syx-wild-cherry-12mg,SYX Wild Cherry 12mg,20,"SYX Wild Cherry 12mg fuses the luxurious flavor of tart yet sweet with the cooling iciness of mint. This creates a unique flavor combination that’s both cooling and fruity. The tobacco-free pouches contain 12mg of nicotine each, making them a higher-strength option.",SYX,Fruit,Slim,12  mg/pouch,Consumer Brands International s.r.o.,
