ID,Product Name,Vendor Name,Vendor ID,Product URL,Link Status,Price 1 Pack,Price 3 Pack,Price 5 Pack,Price 10 Pack,Price 15 Pack,Price 20 Pack,Price 25 Pack,Price 30 Pack,Price 50 Pack,Price 100 Pack,Currency,Needs Currency Conversion,Price Status,Missing Packs
a3215095-fd16-4e40-b923-cd63e75e4f49,Siberia Slim [33 mg],Emeraldpods,9,https://emeraldpods.ie/product/siberia-slim-33-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
edec4e01-3481-46db-8fae-1be2b9ca848a,Rebel Ice Mint Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-ice-mint-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
528e1fd0-31f2-4840-a9b9-0aa8bb62be43,Velo Icy Cherry [14 mg],Snus Vikings,69754,https://emeraldpods.ie/product/velo-icy-cherry-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
0c72b9c6-9235-46ab-b332-903ce650a861,Velo Mango Flame [14 mg],Snus Vikings,69754,https://emeraldpods.ie/product/velo-mango-flame-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
73c9bdd3-3cf9-47ec-a518-67456db8c961,Supreme Summer Explosion [50 mg],Snus Vikings,69754,https://emeraldpods.ie/product/supreme-summer-explosion-50-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
d7350d11-272f-4201-bef5-689e50be832e,Velo Icy Berries [14 mg],Snus Vikings,69754,https://emeraldpods.ie/product/velo-icy-berries-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
c661278a-51d6-4572-aee2-13c4a24a5ca7,Rebel Wild Fruit Strong [16 mg],Snus Vikings,69754,https://emeraldpods.ie/product/rebel-wild-fruit-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
8cdd77a9-ea0e-46d8-9266-43dd3596d907,Siberia Original All White [33 mg],Snus Vikings,69754,https://emeraldpods.ie/product/siberia-original-all-white-33-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
db823f2b-e71f-4bfd-a1e2-b281891b3429,Rebel Juicy Grape Strong [16 mg],Snus Vikings,69754,https://emeraldpods.ie/product/rebel-juicy-grape-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
e9bf6cc8-39a5-44ce-ad23-912c34b8ca56,Pablo Liquorice [50 mg],Snus Vikings,69754,https://emeraldpods.ie/product/pablo-liquorice-50-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GBP,No,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
bb768d48-cfa3-4946-a64b-7e2eb035a83e,Velo Icy Cherry [14 mg],Emeraldpods,9,https://emeraldpods.ie/product/velo-icy-cherry-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
e5a59b8d-9ff9-4e54-9ce5-864912e02a19,Velo Mango Flame [14 mg],Emeraldpods,9,https://emeraldpods.ie/product/velo-mango-flame-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
2e079ca1-e916-4a54-9bea-015587652afa,Velo Icy Berries [14 mg],Emeraldpods,9,https://emeraldpods.ie/product/velo-icy-berries-14-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
9cb6f01c-d64d-4ee6-a37e-0f4aa3c437b5,Rebel Wild Fruit Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-wild-fruit-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
5749595c-864a-4bd7-9fc7-3ed9171bb57c,Siberia Original All White [33 mg],Emeraldpods,9,https://emeraldpods.ie/product/siberia-original-all-white-33-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
1bdf2060-f200-47fa-9e34-f01b732275fc,Rebel Juicy Grape Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-juicy-grape-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
42b228fb-c222-4729-be87-5f61129d2d8a,Pablo Gingerbread [50 mg],Emeraldpods,9,https://emeraldpods.ie/product/pablo-gingerbread-50-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
ed4a44d3-d23f-4572-bbf3-092c9b83bba5,Niccos Freeze Caffeine Pouches [100 mg],Emeraldpods,9,https://emeraldpods.ie/product/niccos-freeze-caffeine-pouches-100-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
ed1d4d9f-d982-4321-81c7-86c7186c9d38,Rebel Crisp Citrus Strong [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/rebel-crisp-citrus-strong-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
caec92c1-012b-42a5-9cd9-fbdc4db46995,Pablo Glogg [50 mg],Emeraldpods,9,https://emeraldpods.ie/product/pablo-glogg-50-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
29fec19a-aa53-482f-82e3-27afc8deaa66,Killa Gingerbread [16 mg],Emeraldpods,9,https://emeraldpods.ie/product/killa-gingerbread-16-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
1e0e3c6c-f896-4fab-9fb2-c6e4f04bafdf,Greatest Cold Dry 16mg,Emeraldpods,9,https://emeraldpods.ie/product/greatest-cold-dry-16mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
6fe6fc5e-90d6-4581-88e7-d80a3aea8f39,Greatest Cold Dry [8 mg],Emeraldpods,9,https://emeraldpods.ie/product/greatest-cold-dry-8-mg,OK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EUR,Yes,NO_PRICES,1pack; 3pack; 5pack; 10pack; 15pack; 20pack; 25pack; 30pack; 50pack; 100pack
